iter	Logloss
179	0.5322997719
180	0.5322001986
181	0.5320225671
182	0.5318225127
183	0.5316981816
184	0.5315865527
185	0.531441863
186	0.5313431895
187	0.5311186196
188	0.5309350045
189	0.5307366076
190	0.5305901917
191	0.5304851076
192	0.5303008191
193	0.5302081801
194	0.5301122396
195	0.5300142917
196	0.5298950541
197	0.5297817138
198	0.5296063455
199	0.529516408
200	0.5293662836
201	0.5292933282
202	0.5291851629
203	0.5291273469
204	0.5290044262
205	0.5287349958
206	0.5286050549
207	0.5285042431
208	0.52830764
209	0.528235688
210	0.5279788248
211	0.5278841019
212	0.5277875822
213	0.5276570902
214	0.5275923826
215	0.5274758133
216	0.5273902933
217	0.5273329786
218	0.5272174192
219	0.5271220665
220	0.5270161214
221	0.5269099002
222	0.5268181828
223	0.5267375062
224	0.5266496867
225	0.5265685408
226	0.5264267941
227	0.526289582
228	0.5261926883
229	0.5261273891
230	0.5259467221
231	0.5258471483
232	0.5257524787
233	0.5257140096
234	0.5256061934
235	0.5254767614
236	0.5254044523
237	0.5253240174
238	0.5252212553
239	0.525121575
240	0.5250204886
241	0.524913698
242	0.5248274338
243	0.5247474568
244	0.5244573404
245	0.5243637845
246	0.5242948507
247	0.524234895
248	0.5241244366
249	0.5240371545
250	0.5239357689
251	0.5237890991
252	0.5236704823
253	0.5234811183
254	0.5233789382
255	0.523281015
256	0.523233356
257	0.5230431856
258	0.5229946873
259	0.5228818176
260	0.5227959585
261	0.5226975191
262	0.5226250541
263	0.5225509815
264	0.5224867486
265	0.5224137606
266	0.5223127886
267	0.522238728
268	0.5221665765
269	0.5221064129
270	0.522032927
271	0.5219866078
272	0.5219078504
273	0.5218276688
274	0.5217468893
275	0.5217088615
276	0.5216200962
277	0.5215508363
278	0.5215048729
279	0.5214540023
280	0.5213690082
281	0.5212299717
282	0.5211780209
283	0.5211101258
284	0.5210324307
285	0.5209928943
286	0.5208946344
287	0.5207734715
288	0.520673652
289	0.5206060883
290	0.5204698908
291	0.5203073419
292	0.5202539747
293	0.5202094513
294	0.5201108381
295	0.5200554582
296	0.5199934969
297	0.5199088818
298	0.5198640839
299	0.5198000358
300	0.5196187689
301	0.5195266756
302	0.5194818106
303	0.5194426282
304	0.519275836
305	0.5192163915
306	0.5191511939
307	0.5191128446
308	0.5189866159
309	0.518928078
310	0.5188803828
311	0.5188212405
312	0.5187712125
313	0.5187120719
314	0.5186668534
315	0.5185648891
316	0.5184924038
317	0.5183830002
318	0.5183363606
319	0.5182652672
320	0.5182153848
321	0.5181605844
322	0.5181031529
323	0.5180259457
324	0.5179746901
325	0.5178853765
326	0.5178157253
327	0.5177688996
328	0.517703765
329	0.5176208528
330	0.5175213692
331	0.5174347991
332	0.5173759838
333	0.5172893586
334	0.5172582578
335	0.5172133752
336	0.5171209482
337	0.5170843324
338	0.5170288542
339	0.5169828465
340	0.5169293614
341	0.5168610237
342	0.5168213044
343	0.5167868472
344	0.5167078012
345	0.5166347001
346	0.5165232472
347	0.5164792134
348	0.5164258697
349	0.5163802422
350	0.5163269311
351	0.5162533238
352	0.5161073699
353	0.5160442269
354	0.5159914497
355	0.515924433
356	0.5158768626
357	0.5158234698
358	0.5157706933
359	0.5157017129
360	0.5156410936
361	0.5155980919
362	0.5155460455
363	0.5154818615
364	0.5154291036
365	0.5153781586
366	0.5153045265
367	0.5152526396
368	0.5152074863
369	0.5151678446
370	0.5151323612
371	0.515068532
372	0.5150160932
373	0.514955911
374	0.5149177282
375	0.5148436458
376	0.5148139288
377	0.514770299
378	0.514729806
379	0.514641731
380	0.5146148271
381	0.5145665752
382	0.5144742063
383	0.5144033397
384	0.514336363
385	0.5142848127
386	0.5142366255
387	0.5141985656
388	0.5141802374
389	0.5141616789
390	0.5141222077
391	0.5140478733
392	0.514016804
393	0.5139781278
394	0.5139021374
395	0.5138587955
396	0.5137860826
397	0.5137456173
398	0.5137193133
399	0.5136762806
400	0.5136082597
401	0.5135024169
402	0.513463085
403	0.513419922
404	0.5133676524
405	0.5133236633
406	0.5132818119
407	0.5132607605
408	0.5132159326
409	0.5131914053
410	0.5131359474
411	0.5130813003
412	0.5130295232
413	0.5129858822
414	0.5129537777
415	0.5129021745
416	0.5128757553
417	0.5128456548
418	0.5127984434
419	0.5127510911
420	0.512703595
421	0.5126614815
422	0.512620468
423	0.5125861935
424	0.512535729
425	0.5124867388
426	0.5124488736
427	0.5124095699
428	0.5123767831
429	0.512338201
430	0.5122845831
431	0.5122312465
432	0.512178429
433	0.5120683466
434	0.512037279
435	0.5120081858
436	0.5119837837
437	0.5119263331
438	0.511890763
439	0.5118401696
440	0.5118009294
441	0.5117149339
442	0.51168806
443	0.5116507129
444	0.5116342862
445	0.5116173749
446	0.5115881357
447	0.511560735
448	0.5114986267
449	0.5114515346
450	0.5113644845
451	0.5113185728
452	0.511292399
453	0.5112456424
454	0.5112157788
455	0.5111366941
456	0.5111177642
457	0.5110812372
458	0.5110490214
459	0.5110036037
460	0.5109823636
461	0.5109501724
462	0.510902987
463	0.5108585949
464	0.5108302497
465	0.5107913196
466	0.5107531483
467	0.5107144705
468	0.5106788457
469	0.5106543689
470	0.5106224859
471	0.5106183638
472	0.5105824089
473	0.5104865308
474	0.510427695
475	0.5103586813
476	0.5103311278
477	0.5102610606
478	0.5102364305
479	0.5102002323
480	0.5101424158
481	0.5100079596
482	0.5098860081
483	0.5098521509
484	0.5098146833
485	0.5097557643
486	0.509718832
487	0.5096539464
488	0.5096105023
489	0.5095897308
490	0.5095677208
491	0.509520787
492	0.5094724616
493	0.5094130179
494	0.5093731165
495	0.5093197934
496	0.5092735706
497	0.5092492537
498	0.509228764
499	0.5091840574
500	0.5091464404
501	0.5091263523
502	0.5091005765
503	0.5090586
504	0.5089980223
505	0.5089527513
506	0.5089346464
507	0.508890595
508	0.5088658622
509	0.5088516302
510	0.5088134287
511	0.5087548188
512	0.508732777
513	0.5087053819
514	0.5086848364
515	0.5086488501
516	0.5086247845
517	0.5085739528
518	0.5085228513
519	0.5084952544
520	0.5084772581
521	0.5084472876
522	0.508422603
523	0.5083761462
524	0.5083192492
525	0.5082794228
526	0.5082503405
527	0.5082214225
528	0.5081898199
529	0.5081485348
530	0.5081106033
531	0.5080566207
532	0.5080478403
533	0.5079940544
534	0.5079533977
535	0.5079036081
536	0.5078801763
537	0.5078503547
538	0.5078079734
539	0.5077728152
540	0.5077395152
541	0.5076811895
542	0.507639432
543	0.5076012091
544	0.5075505935
545	0.5075047888
546	0.5074325138
547	0.5074015517
548	0.5073558087
549	0.5073148825
550	0.5072882807
551	0.5072771917
552	0.5072581494
553	0.5072174807
554	0.5071925357
555	0.5071586175
556	0.5071185351
557	0.5070573856
558	0.5070298126
559	0.5070074362
560	0.5069858533
561	0.5069412506
562	0.5068879991
563	0.506858941
564	0.5068330449
565	0.5068116456
566	0.5067878214
567	0.5067406401
568	0.5067172006
569	0.506686724
570	0.506642399
571	0.5066025571
572	0.5065625116
573	0.5065273382
574	0.506504212
575	0.5064871777
576	0.506442363
577	0.5064239775
578	0.5063527402
579	0.5063348368
580	0.5062965801
581	0.5062697877
582	0.5062330488
583	0.5062155719
584	0.5061447854
585	0.5061019209
586	0.50607367
587	0.5060186657
588	0.5059953531
589	0.5059675802
590	0.5059389501
591	0.5058999395
592	0.5058590315
593	0.5058085279
594	0.5057800387
595	0.5057440588
596	0.5057066828
597	0.5056718218
598	0.5056332472
599	0.5056113135
600	0.5055654407
601	0.5054991262
602	0.5054576494
603	0.5054411045
604	0.505409747
605	0.5053762888
606	0.5053252231
607	0.5052799125
608	0.5052425693
609	0.5052219648
610	0.5051854353
611	0.5051571412
612	0.5051178754
613	0.5050908907
614	0.5050299614
615	0.5049752811
616	0.5049001041
617	0.5048783514
618	0.5048306203
619	0.5048056373
620	0.50475346
621	0.5047180849
622	0.504678243
623	0.5046476862
624	0.504621752
625	0.5045818884
626	0.5045234801
627	0.5044587099
628	0.5044288689
629	0.5044031602
630	0.5043606163
631	0.5043281481
632	0.5042687845
633	0.5042402313
634	0.504195128
635	0.5040974178
636	0.5040613127
637	0.5040516462
638	0.5040155577
639	0.5039845106
640	0.5039512847
641	0.5039078695
642	0.5038690385
643	0.5038386235
644	0.5038177542
645	0.503786068
646	0.5037386507
647	0.5037082805
648	0.5036572994
649	0.5036290366
650	0.5036089128
651	0.5035855129
652	0.5035565176
653	0.5035352766
654	0.5034951841
655	0.5034452184
656	0.5034085876
657	0.5033483417
658	0.5032679828
659	0.5032190762
660	0.5031922396
661	0.5031653996
662	0.5031287066
663	0.5030898088
664	0.503059926
665	0.5030333505
666	0.5030020534
667	0.5029697305
668	0.5029374078
669	0.5029038289
670	0.5028645045
671	0.5028140951
672	0.5027816074
673	0.5027632365
674	0.5027385127
675	0.5026848173
676	0.5026475085
677	0.5026069732
678	0.5025788323
679	0.5025570935
680	0.5025320783
681	0.5025036476
682	0.5024758325
683	0.5024446904
684	0.5024087531
685	0.5023744434
686	0.502353266
687	0.5023045422
688	0.5022672928
689	0.5022464325
690	0.5022107055
691	0.5021402424
692	0.5020855178
693	0.5020628066
694	0.5020345834
695	0.5019991928
696	0.5019738558
697	0.5019360294
698	0.5018918491
699	0.5018519164
700	0.5018188372
701	0.5017904176
702	0.5017635302
703	0.5017401521
704	0.501708114
705	0.5016786464
706	0.5016364184
707	0.5016022149
708	0.5015573533
709	0.5015139115
710	0.5014714683
711	0.5014427562
712	0.5014122107
713	0.5013265974
714	0.5013013711
715	0.5012674713
716	0.501230142
717	0.5012008565
718	0.5011844188
719	0.501156569
720	0.5011024249
721	0.5010596077
722	0.5010306418
723	0.5009774531
724	0.5009517879
725	0.500862493
726	0.5008271149
727	0.500739486
728	0.5007052346
729	0.5006561118
730	0.5006299168
731	0.5006110462
732	0.5005373171
733	0.5005158193
734	0.5004747661
735	0.5004069726
736	0.5003771605
737	0.5003449108
738	0.5002815777
739	0.500228766
740	0.5002062315
741	0.5001746932
742	0.5001405675
743	0.5000924892
744	0.4999933131
745	0.4999639076
746	0.4999352155
747	0.4998954508
748	0.4998114123
749	0.4997752042
750	0.4997274285
751	0.4997036266
752	0.4996625805
753	0.4996306958
754	0.4995994146
755	0.4995798104
756	0.4995374758
757	0.4994947473
758	0.4994720728
759	0.4994194659
760	0.4993855915
761	0.4993402374
762	0.4993071314
763	0.499268768
764	0.4992175555
765	0.4991879283
766	0.4991578468
767	0.4991368969
768	0.4991062121
769	0.4990714753
770	0.4990279125
771	0.4990030593
772	0.4989579865
773	0.4989219152
774	0.4989037382
775	0.4988478738
776	0.4988165265
777	0.4987733845
778	0.4987085245
779	0.4986685307
780	0.4986409842
781	0.498599884
782	0.4985780286
783	0.4985370795
784	0.4985119882
785	0.4984856696
786	0.4984626768
787	0.4984297457
788	0.4983164995
789	0.498281791
790	0.4982402062
791	0.4982114266
792	0.4981708842
793	0.4981427198
794	0.498109315
795	0.4980722513
796	0.4980337698
797	0.4979978153
798	0.4979614689
799	0.497922531
800	0.497859463
801	0.4978276031
802	0.4977859877
803	0.497718551
804	0.4976637308
805	0.4976430697
806	0.4976170597
807	0.4975728931
808	0.4975301848
809	0.4974754212
810	0.4974461514
811	0.4974037078
812	0.497371146
813	0.49734232
814	0.4973147384
815	0.4972756206
816	0.4972527869
817	0.4972139413
818	0.4971664124
819	0.4971343664
820	0.4971062196
821	0.497064823
822	0.4970005601
823	0.4969596378
824	0.4969286635
825	0.4968801897
826	0.4968522465
827	0.4967951498
828	0.4966890805
829	0.4966582717
830	0.496620897
831	0.4965785865
832	0.4965635743
833	0.496510953
834	0.4964677905
835	0.4964379833
836	0.4964172513
837	0.4963844531
838	0.4963608623
839	0.4963146636
840	0.4962755993
841	0.4962079465
842	0.4961661426
843	0.4961243918
844	0.496023158
845	0.4959714707
846	0.4959433668
847	0.4959169026
848	0.495882609
849	0.4958474235
850	0.4958043763
851	0.4957562325
852	0.4957243328
853	0.4956922476
854	0.4956634964
855	0.4956330446
856	0.4956022598
857	0.495570231
858	0.495554109
859	0.4955182628
860	0.4954450453
861	0.4954084233
862	0.4953322187
863	0.4952745905
864	0.4952337189
865	0.4951619752
866	0.4951164309
867	0.4950918533
868	0.4950479456
869	0.4950052762
870	0.4949695968
871	0.4949334277
872	0.4949151712
873	0.4948810786
874	0.4948210908
875	0.4947808253
876	0.4947434458
877	0.494712609
878	0.4946692464
879	0.4946404196
880	0.4945872024
881	0.494552009
882	0.4945169323
883	0.4944856004
884	0.4944723136
885	0.4944453734
886	0.4944106857
887	0.4943734011
888	0.494345105
889	0.4943130255
890	0.4942600032
891	0.4942234061
892	0.494197594
893	0.4941313328
894	0.4940969778
895	0.494067034
896	0.4940009032
897	0.4939672963
898	0.4939406034
899	0.4938979117
900	0.4938746248
901	0.4938314533
902	0.4938131871
903	0.4937836997
904	0.4937472796
905	0.4937251966
906	0.4936723667
907	0.4936150601
908	0.4935860992
909	0.4935541214
910	0.4935175197
911	0.4934932633
912	0.4934649316
913	0.4934345995
914	0.4934069641
915	0.4933670157
916	0.4933402605
917	0.4933090203
918	0.4932728602
919	0.4932178075
920	0.4931636114
921	0.4931312822
922	0.4931073785
923	0.4930803546
924	0.4930406552
925	0.4930232001
926	0.4929910127
927	0.4929642922
928	0.4929453834
929	0.4929063242
930	0.4928694308
931	0.4928287612
932	0.4927834118
933	0.4927530053
934	0.4927176582
935	0.49265552
936	0.492604818
937	0.4925711784
938	0.4925092699
939	0.4924711164
940	0.4924359886
941	0.4923867353
942	0.4923490368
943	0.49232728
944	0.4922912608
945	0.4922667624
946	0.4922311668
947	0.4921966594
948	0.4921607729
949	0.4921268092
950	0.4920968211
951	0.4920735153
952	0.4920447256
953	0.4920136219
954	0.4919820967
955	0.49196422
956	0.4919405881
957	0.4919256799
958	0.4919005335
959	0.4918626558
960	0.4918281526
961	0.4917982561
962	0.4917721442
963	0.4917608818
964	0.4917341396
965	0.4916987215
966	0.4916696127
967	0.4916406148
968	0.4915813095
969	0.491550622
970	0.4914903543
971	0.4914579459
972	0.4914203633
973	0.4913866295
974	0.4913630374
975	0.4913157047
976	0.4912927784
977	0.4912789877
978	0.4912435298
979	0.4912169875
980	0.4911812407
981	0.4911561913
982	0.4910966294
983	0.4910710737
984	0.4910336022
985	0.4909969942
986	0.4909885886
987	0.4909571286
988	0.4909220351
989	0.490890437
990	0.4908593832
991	0.4908352256
992	0.4908069058
993	0.4907829063
994	0.4907618264
995	0.4907404673
996	0.4907114931
997	0.4906811257
998	0.4906348971
999	0.490575497
3
