iter	Passed	Remaining
700	174050	74238
701	174318	73998
702	174521	73731
703	174737	73468
704	174905	73187
705	175103	72918
706	175298	72648
707	175504	72383
708	175688	72108
709	175857	71829
710	176036	71553
711	176232	71285
712	176396	71004
713	176606	70741
714	176813	70478
715	177071	70235
716	177262	69965
717	177483	69708
718	177695	69447
719	177921	69191
720	178116	68924
721	178296	68651
722	178498	68387
723	178862	68185
724	179078	67926
725	179426	67717
726	179744	67496
727	180006	67255
728	180268	67013
729	180516	66766
730	180708	66498
731	180960	66253
732	181183	65997
733	181404	65740
734	181683	65504
735	182034	65295
736	182342	65069
737	182611	64829
738	182914	64601
739	183157	64352
740	183401	64103
741	183644	63854
742	183908	63612
743	184089	63342
744	184319	63089
745	184503	62820
746	184746	62571
747	184951	62310
748	185197	62062
749	185437	61812
750	185699	61570
751	185951	61324
752	186847	61290
753	187142	61057
754	187417	60817
755	187610	60551
756	187885	60312
757	188120	60059
758	188378	59814
759	188676	59581
760	188935	59337
761	189235	59105
762	189452	58847
763	189719	58604
764	190007	58368
765	190328	58142
766	190555	57887
767	190873	57659
768	191209	57437
769	191452	57187
770	191806	56969
771	192041	56716
772	192261	56459
773	192490	56205
774	192719	55950
775	192998	55710
776	193413	55509
777	193752	55286
778	194069	55057
779	194287	54799
780	194561	54556
781	194800	54305
782	195062	54059
783	195305	53808
784	195570	53563
785	195842	53321
786	196079	53068
787	196280	52806
788	196579	52570
789	196842	52325
790	197123	52084
791	197367	51833
792	197596	51579
793	197820	51323
794	198073	51075
795	198368	50838
796	198646	50596
797	198849	50335
798	199101	50086
799	199355	49838
800	199662	49603
801	199939	49361
802	200228	49122
803	200431	48861
804	200649	48604
805	200880	48350
806	201145	48105
807	201399	47857
808	201648	47607
809	201880	47354
810	202171	47115
811	202413	46864
812	202667	46616
813	202952	46374
814	203167	46117
815	203419	45869
816	203639	45613
817	203995	45387
818	204220	45132
819	204436	44876
820	204652	44619
821	204875	44364
822	205129	44116
823	205347	43860
824	205546	43600
825	205779	43348
826	206023	43098
827	206208	42835
828	206398	42574
829	206608	42317
830	206828	42062
831	207014	41800
832	207229	41545
833	207427	41286
834	207724	41047
835	207995	40802
836	208277	40560
837	208624	40330
838	208918	40090
839	209179	39843
840	209468	39602
841	209763	39361
842	209965	39103
843	210165	38845
844	210423	38598
845	210795	38371
846	211047	38123
847	211246	37864
848	211466	37610
849	211690	37357
850	211881	37097
851	212061	36837
852	212281	36583
853	212464	36322
854	212672	36067
855	212874	35810
856	213111	35560
857	213394	35317
858	213733	35083
859	213956	34830
860	214136	34570
861	214377	34320
862	214599	34067
863	214872	33822
864	215111	33572
865	215325	33318
866	215522	33061
867	215712	32804
868	215947	32553
869	216172	32301
870	216364	32044
871	216577	31791
872	216799	31539
873	217019	31286
874	217189	31027
875	217530	30791
876	217760	30541
877	217998	30291
878	218235	30041
879	218497	29795
880	218717	29542
881	218956	29293
882	219176	29041
883	219381	28787
884	219566	28531
885	219807	28282
886	220046	28032
887	220281	27783
888	220505	27532
889	220739	27282
890	221022	27038
891	221334	26798
892	221602	26552
893	221834	26302
894	222164	26064
895	222375	25811
896	222641	25565
897	222855	25313
898	223082	25062
899	223277	24808
900	223487	24556
901	223675	24301
902	223846	24045
903	223998	23787
904	224233	23538
905	224491	23291
906	224710	23040
907	224928	22790
908	225231	22547
909	225518	22304
910	225789	22058
911	226023	21809
912	226287	21562
913	226548	21316
914	226847	21073
915	227081	20824
916	227306	20574
917	227515	20322
918	227772	20075
919	227977	19824
920	228229	19576
921	228438	19325
922	228639	19073
923	228823	18820
924	228988	18566
925	229187	18315
926	229409	18065
927	229742	17824
928	230042	17581
929	230356	17338
930	230575	17088
931	230749	16835
932	231004	16588
933	231223	16339
934	231455	16090
935	231634	15838
936	231846	15588
937	232019	15336
938	232251	15087
939	232466	14838
940	232692	14589
941	232883	14338
942	233072	14088
943	233241	13836
944	233455	13587
945	233659	13337
946	233866	13088
947	234048	12838
948	234271	12589
949	234482	12341
950	234696	12092
951	234943	11845
952	235172	11598
953	235352	11348
954	235638	11103
955	235987	10861
956	236220	10613
957	236456	10366
958	236712	10120
959	236940	9872
960	237191	9625
961	237394	9377
962	237638	9130
963	237849	8882
964	238098	8635
965	238307	8387
966	238520	8139
967	238743	7892
968	238962	7644
969	239202	7398
970	239405	7150
971	239628	6902
972	239822	6654
973	240067	6408
974	240282	6161
975	240555	5915
976	240783	5668
977	241035	5422
978	241316	5176
979	241588	4930
980	241845	4684
981	242052	4436
982	242414	4192
983	242694	3946
984	242967	3700
985	243199	3453
986	243409	3206
987	243660	2959
988	243885	2712
989	244114	2465
990	244346	2219
991	244579	1972
992	244855	1726
993	245089	1479
994	245325	1232
995	245584	986
996	245827	739
997	246067	493
998	246313	246
999	246565	0
